"Faturamento por dia Tradiça  ","","","","","","","","","","","",""
"Data ","","","","99","","","","","","","",""
"sábado 18/07","R$ 1.909,20","R$ 700,00","R$ 1.075,62","R$ 4.070,75","R$ 7.755,57","","","","","","",""
"domingo 19/07","R$ 1.169,79","R$ 1.566,98","R$ 1.174,95","R$ 4.228,96","R$ 8.140,68","","","","","","",""
"Terça 21/07","R$ 763,21","R$ 550,16","R$ 728,24","R$ 2.414,48","R$ 4.456,09","","","","","","",""
"Quarta 22/07","R$ 555,80","R$ 470,44","R$ 785,22","R$ 1.873,31","R$ 3.684,77","","","","","","",""
"Quinta 23/07","R$ 433,09","R$ 370,18","R$ 691,37","R$ 1.448,96","R$ 2.943,60","","","","","","",""
"Sexta 24/07","R$ 1.947,22","R$ 739,09","R$ 891,21","R$ 3.654,61","R$ 7.232,13","","","","","","",""
"sábado 25/07","R$ 2.051,55","R$ 877,85","R$ 1.251,50","R$ 3.678,21","R$ 7.859,11","","","","","","",""
"domingo 26/07","R$ 2.682,06","R$ 672,30","R$ 1.285,49","R$ 5.011,65","R$ 9.651,50","","","","","","",""
"Terça 28/07","R$ 1.073,87","R$ 134,96","R$ 571,83","R$ 2.577,58","R$ 4.358,24","","","","","","",""
"Quarta 29/07","R$ 494,45","R$ 964,81","R$ 860,96","R$ 2.379,46","R$ 4.699,68","","","","","","",""
"Quinta 30/07","R$ 1.639,63","R$ 539,35","R$ 762,84","R$ 2.622,78","R$ 5.564,60","","","","","","",""
"Sexta 31/07","R$ 1.124,89","R$ 451,35","R$ 803,39","R$ 4.252,63","R$ 6.632,26","","","","","","",""
"sábado 01/08","R$ 3.301,18","R$ 517,38","R$ 1.145,07","R$ 4.480,34","R$ 9.443,97","","","","","","",""
"domingo 02/08","R$ 2.718,29","R$ 891,32","R$ 1.570,26","R$ 5.653,38","R$ 10.833,25","","","","","","",""
"Terça 04/08","R$ 539,46","R$ 547,30","R$ 471,39","R$ 2.114,92","R$ 3.673,07","","","","","","",""
"Quarta 05/08 ","","","","","R$ 0,00","","","","","","",""
"Quinta 06/08","","","","","R$ 0,00","","","","","","",""
"Sexta 07/08","","","","","R$ 0,00","","","","","","",""
"sábado 08/08","","","","","R$ 0,00","","","","","","",""
"domingo 09/08","","","","","R$ 0,00","","","","","","",""
